loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
3355,0,Not Graduate,No,25616.63,102466.5,4,437,23287.84,Approved
3356,3,Not Graduate,No,64041.57,204933,8,882,36096.16,Approved
3357,4,Graduate,No,59384,180480.8,8,392,78014.27,Rejected
3358,2,Not Graduate,Yes,45411.29,89658.2,10,421,24452.24,Rejected
3359,5,Graduate,No,2328.784,4657.569,6,722,1164.392,Approved
3360,4,Graduate,No,67534.74,171165.6,10,692,45411.29,Approved
3361,5,Not Graduate,No,96644.55,241029.2,2,537,90822.59,Rejected
3362,5,Graduate,Yes,30274.2,64041.57,8,676,15137.1,Approved
3363,1,Graduate,No,24452.24,94315.76,6,817,33767.37,Approved
3364,4,Not Graduate,No,45411.29,125754.4,20,433,26781.02,Rejected
3365,1,Graduate,Yes,60548.39,189795.9,6,524,53562.04,Rejected
3366,3,Not Graduate,Yes,90822.59,284111.7,20,490,47740.08,Rejected
3367,3,Not Graduate,Yes,62877.18,166508.1,4,595,57055.22,Approved
3368,2,Not Graduate,No,33767.37,128083.1,2,835,16301.49,Approved
3369,4,Graduate,No,82671.84,329523,6,850,112946,Approved
3370,1,Graduate,Yes,9315.137,29109.8,4,409,10479.53,Approved
3371,5,Graduate,Yes,39589.33,149042.2,10,760,53562.04,Approved
3372,1,Graduate,Yes,79178.67,204933,14,344,89658.2,Rejected
3373,4,Graduate,Yes,81507.45,315550.3,12,881,110617.3,Approved
3374,0,Graduate,Yes,108288.5,285276.1,10,600,62877.18,Approved
3375,2,Graduate,No,87329.41,231714,10,790,68699.14,Approved
3376,3,Graduate,Yes,93151.37,363290.3,20,392,69863.53,Rejected
3377,5,Graduate,Yes,18630.27,47740.08,2,748,11643.92,Approved
3378,1,Graduate,Yes,78014.27,218905.7,6,798,71027.92,Approved
3379,3,Not Graduate,No,44246.9,132740.7,4,323,51233.25,Approved
3380,1,Not Graduate,Yes,31438.59,62877.18,6,413,30274.2,Rejected
3381,3,Graduate,No,15137.1,33767.37,8,733,20959.06,Approved
3382,4,Not Graduate,No,39589.33,122261.2,16,543,52397.65,Rejected
3383,3,Graduate,No,39589.33,126918.7,14,757,34931.76,Approved
3384,5,Graduate,Yes,27945.41,79178.67,8,464,22123.45,Rejected
3385,0,Not Graduate,No,22123.45,80343.06,4,749,25616.63,Approved
3386,4,Graduate,No,8150.745,25616.63,6,680,3493.176,Approved
3387,1,Not Graduate,No,80343.06,243358,4,574,60548.39,Approved
3388,5,Graduate,Yes,3493.176,9315.137,18,774,4657.569,Approved
3389,3,Not Graduate,No,69863.53,217741.3,10,387,78014.27,Rejected
3390,1,Not Graduate,No,50068.86,190960.3,20,397,66370.35,Rejected
3391,4,Graduate,No,67534.74,157192.9,14,816,91986.98,Approved
3392,2,Graduate,Yes,38424.94,78014.27,8,845,37260.55,Approved
3393,2,Not Graduate,No,4657.569,17465.88,4,743,3493.176,Approved
3394,5,Not Graduate,No,3493.176,6986.353,4,418,2328.784,Rejected
3395,1,Not Graduate,No,48904.47,124590,6,466,54726.43,Rejected
3396,2,Not Graduate,Yes,6986.353,26781.02,12,335,4657.569,Rejected
3397,5,Not Graduate,Yes,51233.25,176987.6,6,446,67534.74,Rejected
3398,0,Graduate,Yes,107124.1,342331.3,2,868,61712.78,Approved
3399,2,Graduate,Yes,80343.06,294591.2,4,763,64041.57,Approved
3400,5,Not Graduate,Yes,59384,159521.7,14,527,54726.43,Rejected
3401,4,Graduate,No,39589.33,147877.8,2,741,43082.51,Approved
3402,4,Not Graduate,Yes,100137.7,312057.1,12,802,136233.9,Approved
3403,3,Not Graduate,Yes,107124.1,336509.3,8,538,57055.22,Rejected
3404,5,Graduate,Yes,55890.82,189795.9,4,523,32602.98,Approved
3405,4,Not Graduate,No,32602.98,96644.55,14,381,17465.88,Rejected
3406,1,Graduate,Yes,39589.33,81507.45,4,534,46575.69,Rejected
3407,5,Not Graduate,Yes,9315.137,25616.63,14,574,12808.31,Approved
3408,1,Not Graduate,No,47740.08,129247.5,6,405,68699.14,Rejected
3409,0,Not Graduate,No,22123.45,44246.9,16,542,24452.24,Rejected
3410,5,Graduate,Yes,78014.27,295755.6,14,820,45411.29,Approved
3411,0,Graduate,No,60548.39,156028.5,2,505,72192.31,Rejected
3412,3,Graduate,Yes,78014.27,190960.3,2,508,107124.1,Rejected
3413,1,Not Graduate,Yes,54726.43,174658.8,20,835,44246.9,Approved
3414,0,Not Graduate,No,69863.53,256166.3,12,826,81507.45,Approved
3415,5,Not Graduate,Yes,75685.49,220070.1,12,427,90822.59,Rejected
3416,3,Graduate,No,5821.961,23287.84,12,890,4657.569,Approved
3417,4,Not Graduate,No,66370.35,154864.2,2,333,95480.16,Rejected
3418,4,Not Graduate,Yes,79178.67,232878.4,12,679,76849.88,Approved
3419,5,Not Graduate,No,36096.16,143220.2,18,805,32602.98,Approved
3420,3,Not Graduate,No,59384,128083.1,16,826,31438.59,Approved
3421,1,Not Graduate,Yes,73356.71,278289.7,10,844,52397.65,Approved
3422,5,Graduate,Yes,51233.25,164179.3,10,663,30274.2,Approved
3423,1,Not Graduate,No,94315.76,255001.9,6,884,76849.88,Approved
3424,1,Not Graduate,No,12808.31,43082.51,2,508,15137.1,Approved
3425,0,Graduate,Yes,27945.41,80343.06,4,581,39589.33,Approved
3426,3,Graduate,Yes,81507.45,306235.1,12,481,115274.8,Rejected
3427,1,Graduate,Yes,101302.1,349317.6,12,543,147877.8,Rejected
3428,0,Not Graduate,Yes,40753.73,146713.4,10,448,41918.12,Rejected
3429,1,Graduate,Yes,18630.27,61712.78,4,713,15137.1,Approved
3430,5,Not Graduate,Yes,90822.59,201439.8,16,493,108288.5,Rejected
3431,2,Not Graduate,No,43082.51,107124.1,10,819,36096.16,Approved
3432,4,Graduate,No,4657.569,16301.49,18,827,6986.353,Approved
3433,0,Not Graduate,No,55890.82,182809.6,10,398,74521.1,Rejected
3434,0,Graduate,Yes,33767.37,87329.41,18,692,46575.69,Approved
3435,5,Graduate,Yes,58219.61,170001.3,18,509,57055.22,Rejected
3436,0,Graduate,Yes,88493.8,210755,16,439,123425.6,Rejected
3437,1,Graduate,No,34931.76,109452.9,4,622,23287.84,Approved
3438,3,Not Graduate,Yes,2328.784,8150.745,18,526,0,Rejected
3439,5,Not Graduate,Yes,79178.67,221234.5,8,865,73356.71,Approved
3440,5,Not Graduate,Yes,112946,319043.4,2,328,91986.98,Rejected
3441,0,Graduate,Yes,13972.71,48904.47,4,768,17465.88,Approved
3442,5,Not Graduate,Yes,86165.02,279454.1,16,854,101302.1,Approved
3443,4,Graduate,No,80343.06,242193.6,4,839,86165.02,Approved
3444,0,Not Graduate,Yes,105959.7,271303.4,18,414,74521.1,Rejected
3445,0,Graduate,Yes,15137.1,54726.43,16,530,9315.137,Rejected
3446,3,Graduate,No,76849.88,170001.3,10,841,69863.53,Approved
3447,3,Not Graduate,Yes,20959.06,66370.35,14,670,31438.59,Approved
3448,5,Not Graduate,Yes,95480.16,243358,14,726,97808.94,Approved
3449,4,Not Graduate,No,32602.98,96644.55,14,352,43082.51,Rejected
3450,1,Graduate,Yes,81507.45,186302.7,4,554,91986.98,Approved
3451,4,Graduate,No,8150.745,20959.06,18,728,6986.353,Approved
3452,0,Not Graduate,No,86165.02,296920,6,463,97808.94,Rejected
3453,5,Not Graduate,Yes,26781.02,58219.61,10,431,33767.37,Rejected
3454,1,Graduate,Yes,6986.353,22123.45,8,445,3493.176,Rejected
3455,5,Graduate,No,11643.92,34931.76,4,896,12808.31,Approved
3456,1,Not Graduate,Yes,25616.63,60548.39,8,420,26781.02,Rejected
3457,1,Not Graduate,No,93151.37,359797.2,2,315,85000.63,Approved
3458,4,Not Graduate,No,100137.7,243358,10,867,115274.8,Approved
3459,3,Not Graduate,Yes,87329.41,302742,2,342,130411.9,Approved
3460,5,Not Graduate,Yes,60548.39,137398.3,18,711,52397.65,Approved
3461,2,Not Graduate,No,91986.98,243358,2,723,82671.84,Approved
3462,1,Graduate,Yes,48904.47,131576.3,4,704,46575.69,Approved
3463,0,Graduate,No,75685.49,235207.2,16,842,111781.6,Approved
3464,0,Graduate,Yes,86165.02,176987.6,12,600,47740.08,Approved
3465,3,Not Graduate,No,105959.7,298084.4,12,688,129247.5,Approved
3466,0,Not Graduate,No,9315.137,26781.02,16,739,4657.569,Approved
3467,1,Graduate,Yes,9315.137,32602.98,10,798,4657.569,Approved
3468,5,Graduate,Yes,47740.08,115274.8,4,319,64041.57,Rejected
3469,5,Graduate,Yes,48904.47,101302.1,6,583,29109.8,Approved
3470,3,Graduate,Yes,55890.82,133905.1,12,535,62877.18,Rejected
3471,3,Not Graduate,Yes,96644.55,301577.6,8,696,82671.84,Approved
3472,4,Not Graduate,No,88493.8,278289.7,8,672,78014.27,Approved
3473,4,Graduate,No,59384,143220.2,20,410,65205.96,Rejected
3474,5,Graduate,No,41918.12,135069.5,14,546,55890.82,Rejected
3475,3,Not Graduate,Yes,62877.18,195617.9,16,550,81507.45,Approved
3476,5,Not Graduate,No,8150.745,16301.49,4,344,3493.176,Rejected
3477,2,Not Graduate,Yes,114110.4,444797.8,10,743,61712.78,Approved
3478,4,Graduate,No,112946,423838.7,4,772,157192.9,Approved
3479,0,Graduate,Yes,109452.9,348153.3,12,302,95480.16,Rejected
3480,3,Graduate,Yes,37260.55,105959.7,18,376,19794.67,Rejected
3481,0,Graduate,Yes,43082.51,135069.5,10,747,40753.73,Approved
3482,2,Graduate,Yes,48904.47,183974,6,710,53562.04,Approved
3483,2,Not Graduate,No,81507.45,281782.9,6,892,107124.1,Approved
3484,3,Not Graduate,No,37260.55,133905.1,16,492,37260.55,Rejected
3485,5,Graduate,No,91986.98,206097.4,2,559,62877.18,Approved
3486,3,Not Graduate,No,25616.63,96644.55,18,314,23287.84,Rejected
3487,0,Graduate,Yes,31438.59,97808.94,6,744,23287.84,Approved
3488,5,Not Graduate,No,79178.67,209590.6,12,690,108288.5,Approved
3489,3,Graduate,Yes,73356.71,271303.4,4,347,94315.76,Approved
3490,5,Graduate,Yes,104795.3,365619.1,2,677,101302.1,Approved
3491,1,Graduate,No,54726.43,182809.6,4,468,41918.12,Approved
3492,2,Not Graduate,No,94315.76,203768.6,4,674,108288.5,Approved
3493,2,Not Graduate,No,104795.3,317879.1,14,353,83836.23,Rejected
3494,4,Not Graduate,No,44246.9,164179.3,8,727,62877.18,Approved
3495,4,Not Graduate,Yes,102466.5,258495.1,10,512,115274.8,Rejected
3496,3,Not Graduate,Yes,101302.1,316714.7,18,454,139727.1,Rejected
3497,5,Not Graduate,No,58219.61,144384.6,14,315,46575.69,Rejected
3498,0,Not Graduate,Yes,69863.53,264317,10,480,101302.1,Rejected
3499,2,Graduate,Yes,105959.7,281782.9,16,685,105959.7,Approved
3500,1,Graduate,No,86165.02,208426.2,6,460,58219.61,Rejected
3501,1,Not Graduate,Yes,96644.55,330687.4,16,704,132740.7,Approved
3502,1,Graduate,Yes,88493.8,278289.7,12,692,58219.61,Approved
3503,1,Not Graduate,Yes,40753.73,111781.6,4,398,53562.04,Rejected
3504,5,Graduate,Yes,11643.92,40753.73,18,882,6986.353,Approved
3505,5,Graduate,Yes,115274.8,301577.6,4,860,62877.18,Approved
3506,2,Graduate,Yes,66370.35,175823.2,18,330,72192.31,Rejected
3507,5,Graduate,No,8150.745,27945.41,16,447,9315.137,Rejected
3508,0,Not Graduate,Yes,111781.6,277125.3,12,788,121096.8,Approved
3509,1,Not Graduate,No,108288.5,336509.3,6,526,128083.1,Rejected
3510,0,Graduate,No,110617.3,330687.4,18,577,164179.3,Approved
3511,4,Graduate,Yes,101302.1,272467.8,16,372,93151.37,Rejected
3512,5,Graduate,Yes,85000.63,244522.4,14,759,125754.4,Approved
3513,3,Graduate,Yes,47740.08,147877.8,10,465,37260.55,Rejected
3514,2,Graduate,No,33767.37,118768,4,789,41918.12,Approved
3515,3,Graduate,Yes,87329.41,208426.2,2,680,73356.71,Approved
3516,1,Graduate,No,91986.98,299248.8,20,681,102466.5,Approved
3517,1,Graduate,Yes,80343.06,259659.4,16,673,104795.3,Approved
3518,0,Not Graduate,No,80343.06,266645.8,10,313,93151.37,Rejected
3519,0,Not Graduate,No,55890.82,218905.7,16,551,64041.57,Approved
3520,5,Graduate,Yes,89658.2,284111.7,8,453,116439.2,Rejected
3521,3,Not Graduate,No,80343.06,264317,4,650,74521.1,Approved
3522,1,Not Graduate,No,13972.71,52397.65,4,439,13972.71,Approved
3523,1,Graduate,No,33767.37,111781.6,4,658,31438.59,Approved
3524,4,Graduate,Yes,64041.57,220070.1,6,379,36096.16,Rejected
3525,4,Graduate,Yes,37260.55,124590,4,450,20959.06,Approved
3526,5,Not Graduate,No,30274.2,95480.16,4,849,31438.59,Approved
3527,0,Graduate,No,5821.961,18630.27,18,865,2328.784,Approved
3528,0,Graduate,No,20959.06,80343.06,10,853,19794.67,Rejected
3529,0,Not Graduate,No,15137.1,57055.22,12,555,19794.67,Approved
3530,1,Not Graduate,No,115274.8,241029.2,20,821,129247.5,Approved
3531,0,Not Graduate,No,23287.84,54726.43,2,820,13972.71,Approved
3532,1,Not Graduate,No,59384,178152,4,721,68699.14,Approved
3533,4,Graduate,Yes,95480.16,279454.1,20,831,62877.18,Approved
3534,5,Not Graduate,No,48904.47,146713.4,18,571,72192.31,Approved
3535,2,Not Graduate,Yes,15137.1,57055.22,8,582,19794.67,Approved
3536,1,Not Graduate,Yes,53562.04,158357.3,18,487,62877.18,Rejected
3537,1,Not Graduate,No,76849.88,229385.3,12,758,110617.3,Approved
3538,2,Graduate,Yes,96644.55,350482,16,636,83836.23,Approved
3539,0,Graduate,No,80343.06,241029.2,16,857,102466.5,Approved
3540,4,Graduate,Yes,54726.43,145549,8,678,81507.45,Approved
3541,1,Graduate,No,91986.98,183974,8,551,96644.55,Approved
3542,3,Not Graduate,No,102466.5,289933.6,16,668,122261.2,Approved
3543,1,Graduate,No,75685.49,272467.8,2,672,88493.8,Approved
3544,3,Not Graduate,No,40753.73,159521.7,4,439,51233.25,Approved
3545,2,Not Graduate,Yes,95480.16,228220.9,16,636,124590,Approved
3546,0,Not Graduate,Yes,23287.84,69863.53,14,393,33767.37,Rejected
3547,5,Not Graduate,No,31438.59,95480.16,2,848,17465.88,Approved
3548,0,Graduate,Yes,61712.78,204933,4,790,89658.2,Approved
3549,2,Not Graduate,No,115274.8,231714,6,312,128083.1,Rejected
3550,2,Not Graduate,Yes,58219.61,227056.5,14,775,75685.49,Approved
3551,2,Not Graduate,No,105959.7,216576.9,20,403,107124.1,Rejected
3552,3,Not Graduate,Yes,88493.8,307399.5,14,867,86165.02,Approved
3553,0,Graduate,No,60548.39,207261.8,18,558,36096.16,Approved
3554,5,Graduate,No,20959.06,69863.53,4,548,30274.2,Approved
3555,0,Not Graduate,No,85000.63,328358.6,16,486,89658.2,Rejected
3556,4,Graduate,No,37260.55,135069.5,6,635,45411.29,Approved
3557,5,Graduate,No,60548.39,241029.2,2,538,41918.12,Approved
3558,4,Not Graduate,No,82671.84,328358.6,14,496,53562.04,Rejected
3559,4,Graduate,Yes,16301.49,55890.82,6,411,18630.27,Rejected
3560,4,Not Graduate,No,31438.59,124590,6,857,32602.98,Approved
3561,5,Graduate,Yes,75685.49,210755,10,360,71027.92,Rejected
3562,4,Graduate,No,108288.5,418016.8,18,461,132740.7,Rejected
3563,0,Graduate,Yes,78014.27,173494.4,16,638,94315.76,Approved
3564,5,Graduate,No,79178.67,224727.7,6,865,104795.3,Approved
3565,5,Not Graduate,No,65205.96,158357.3,4,449,50068.86,Rejected
3566,1,Not Graduate,Yes,22123.45,54726.43,2,870,26781.02,Approved
3567,5,Not Graduate,No,97808.94,227056.5,6,815,83836.23,Approved
3568,2,Not Graduate,Yes,29109.8,83836.23,16,454,24452.24,Rejected
3569,1,Not Graduate,Yes,33767.37,115274.8,18,783,30274.2,Approved
3570,3,Graduate,Yes,37260.55,86165.02,2,543,53562.04,Rejected
3571,4,Not Graduate,Yes,34931.76,126918.7,2,786,37260.55,Approved
3572,3,Graduate,Yes,9315.137,29109.8,20,395,5821.961,Rejected
3573,2,Not Graduate,Yes,4657.569,15137.1,2,885,5821.961,Approved
3574,2,Not Graduate,No,51233.25,123425.6,20,488,53562.04,Rejected
3575,2,Not Graduate,Yes,101302.1,231714,10,829,97808.94,Approved
3576,4,Not Graduate,No,86165.02,179316.4,6,677,86165.02,Approved
3577,4,Not Graduate,Yes,66370.35,167672.5,12,645,54726.43,Approved
3578,5,Not Graduate,Yes,112946,321372.2,10,788,123425.6,Approved
3579,2,Not Graduate,No,81507.45,260823.8,6,649,103630.9,Approved
3580,2,Not Graduate,No,103630.9,268974.6,4,519,54726.43,Rejected
3581,3,Graduate,Yes,36096.16,130411.9,14,772,24452.24,Approved
3582,4,Graduate,No,25616.63,71027.92,12,330,25616.63,Rejected
3583,5,Not Graduate,Yes,82671.84,250344.3,4,557,46575.69,Approved
3584,4,Graduate,Yes,95480.16,221234.5,6,334,118768,Rejected
3585,3,Graduate,Yes,114110.4,330687.4,12,487,129247.5,Rejected
3586,2,Graduate,Yes,45411.29,112946,8,539,59384,Rejected
3587,2,Graduate,Yes,25616.63,94315.76,8,710,11643.92,Approved
3588,5,Not Graduate,Yes,6986.353,19794.67,20,879,8150.745,Approved
3589,4,Not Graduate,Yes,80343.06,256166.3,10,512,45411.29,Rejected
3590,2,Graduate,Yes,86165.02,317879.1,18,561,111781.6,Approved
3591,3,Not Graduate,Yes,46575.69,135069.5,6,539,54726.43,Rejected
3592,3,Not Graduate,Yes,8150.745,23287.84,18,544,4657.569,Rejected
3593,2,Not Graduate,Yes,22123.45,53562.04,16,631,31438.59,Approved
3594,2,Graduate,No,25616.63,79178.67,20,546,25616.63,Rejected
3595,1,Graduate,Yes,23287.84,65205.96,14,569,18630.27,Approved
3596,4,Not Graduate,No,86165.02,208426.2,6,384,54726.43,Rejected
3597,2,Not Graduate,Yes,26781.02,104795.3,6,583,39589.33,Approved
3598,5,Not Graduate,Yes,46575.69,180480.8,12,517,40753.73,Rejected
3599,3,Graduate,Yes,17465.88,67534.74,18,420,16301.49,Rejected
3600,2,Not Graduate,Yes,60548.39,150206.6,18,644,87329.41,Approved
3601,2,Graduate,No,62877.18,168836.9,8,349,76849.88,Rejected
3602,3,Graduate,No,89658.2,294591.2,18,662,115274.8,Approved
3603,0,Not Graduate,Yes,22123.45,74521.1,20,704,22123.45,Approved
3604,4,Not Graduate,Yes,74521.1,180480.8,2,324,52397.65,Rejected
3605,5,Graduate,No,8150.745,19794.67,18,757,6986.353,Approved
3606,3,Graduate,Yes,67534.74,267810.2,16,361,32602.98,Rejected
3607,1,Graduate,No,20959.06,62877.18,4,415,20959.06,Approved
3608,5,Graduate,Yes,50068.86,160686.1,18,618,27945.41,Approved
3609,4,Graduate,No,93151.37,315550.3,8,524,97808.94,Rejected
3610,0,Not Graduate,No,12808.31,47740.08,18,887,15137.1,Approved
3611,2,Not Graduate,Yes,102466.5,362126,12,729,109452.9,Approved
3612,4,Graduate,No,55890.82,216576.9,14,774,75685.49,Approved
3613,0,Not Graduate,Yes,2328.784,8150.745,20,724,3493.176,Approved
3614,5,Graduate,Yes,16301.49,31438.59,16,320,23287.84,Rejected
3615,5,Graduate,No,29109.8,74521.1,16,590,40753.73,Approved
3616,5,Graduate,No,94315.76,294591.2,8,796,90822.59,Approved
3617,0,Graduate,Yes,71027.92,223563.3,6,890,88493.8,Approved
3618,0,Not Graduate,Yes,23287.84,53562.04,16,651,18630.27,Approved
3619,4,Not Graduate,No,55890.82,117603.6,12,634,80343.06,Approved
3620,4,Graduate,Yes,10479.53,32602.98,2,660,10479.53,Approved
3621,4,Not Graduate,No,15137.1,40753.73,12,512,8150.745,Rejected
3622,4,Not Graduate,Yes,48904.47,105959.7,2,900,68699.14,Approved
3623,2,Graduate,Yes,38424.94,129247.5,20,823,33767.37,Approved
3624,2,Not Graduate,Yes,101302.1,330687.4,12,880,51233.25,Approved
3625,1,Not Graduate,Yes,9315.137,30274.2,2,439,4657.569,Approved
3626,5,Graduate,Yes,86165.02,199111.1,2,441,125754.4,Rejected
3627,3,Not Graduate,No,80343.06,215412.5,6,360,111781.6,Rejected
3628,1,Graduate,Yes,102466.5,392400.2,14,561,138562.7,Approved
3629,2,Graduate,Yes,100137.7,378427.4,4,758,80343.06,Approved
3630,2,Graduate,No,62877.18,239864.8,18,621,64041.57,Approved
3631,4,Graduate,Yes,33767.37,68699.14,18,621,40753.73,Approved
3632,3,Graduate,No,114110.4,244522.4,12,342,81507.45,Rejected
3633,4,Graduate,No,38424.94,125754.4,4,552,38424.94,Approved
3634,0,Not Graduate,No,3493.176,5821.961,18,376,3493.176,Rejected
3635,0,Graduate,No,17465.88,50068.86,12,801,12808.31,Approved
3636,3,Not Graduate,Yes,62877.18,189795.9,4,512,69863.53,Approved
3637,0,Graduate,No,76849.88,176987.6,18,497,108288.5,Rejected
3638,0,Graduate,No,66370.35,200275.4,8,386,33767.37,Rejected
3639,3,Not Graduate,Yes,98973.33,303906.3,2,683,66370.35,Approved
3640,0,Graduate,No,86165.02,280618.5,16,779,57055.22,Approved
3641,3,Not Graduate,Yes,90822.59,206097.4,6,876,125754.4,Approved
3642,3,Graduate,Yes,83836.23,192124.7,18,515,123425.6,Rejected
3643,2,Not Graduate,No,88493.8,224727.7,12,463,111781.6,Rejected
3644,4,Not Graduate,Yes,81507.45,310892.7,4,486,69863.53,Approved
3645,0,Not Graduate,No,66370.35,151371,6,328,95480.16,Rejected
3646,2,Not Graduate,No,95480.16,356304,10,343,81507.45,Rejected
3647,0,Graduate,Yes,104795.3,323701,8,712,67534.74,Approved
3648,3,Not Graduate,No,45411.29,138562.7,6,607,23287.84,Approved
3649,0,Graduate,No,75685.49,188631.5,4,812,72192.31,Approved
3650,4,Not Graduate,Yes,26781.02,89658.2,16,589,26781.02,Approved
3651,1,Not Graduate,No,66370.35,253837.5,18,657,37260.55,Approved
3652,4,Not Graduate,No,9315.137,32602.98,12,453,6986.353,Rejected
3653,4,Not Graduate,Yes,97808.94,229385.3,14,889,140891.4,Approved
3654,1,Graduate,Yes,50068.86,200275.4,4,564,25616.63,Approved
3655,1,Not Graduate,Yes,3493.176,10479.53,20,419,3493.176,Rejected
3656,1,Graduate,No,101302.1,395893.3,16,663,94315.76,Approved
3657,1,Not Graduate,No,51233.25,140891.4,4,884,69863.53,Approved
3658,1,Graduate,Yes,65205.96,195617.9,16,528,45411.29,Rejected
3659,2,Graduate,No,6986.353,15137.1,12,475,6986.353,Rejected
3660,4,Not Graduate,Yes,29109.8,59384,20,695,40753.73,Approved
3661,5,Not Graduate,No,44246.9,122261.2,10,759,61712.78,Approved
3662,2,Not Graduate,No,29109.8,111781.6,4,636,23287.84,Approved
3663,3,Not Graduate,Yes,64041.57,237536,10,546,46575.69,Rejected
3664,5,Graduate,Yes,52397.65,199111.1,2,639,75685.49,Approved
3665,4,Not Graduate,No,22123.45,46575.69,10,388,10479.53,Rejected
3666,5,Graduate,Yes,74521.1,232878.4,12,594,64041.57,Approved
3667,1,Not Graduate,Yes,44246.9,129247.5,6,760,66370.35,Approved
3668,4,Not Graduate,Yes,73356.71,196782.3,16,582,69863.53,Approved
3669,3,Not Graduate,No,3493.176,6986.353,6,896,4657.569,Approved
3670,5,Not Graduate,Yes,82671.84,253837.5,18,891,54726.43,Approved
3671,2,Not Graduate,Yes,6986.353,19794.67,2,495,5821.961,Rejected
3672,3,Graduate,Yes,51233.25,178152,16,865,39589.33,Approved
3673,4,Not Graduate,No,88493.8,242193.6,12,775,74521.1,Approved
3674,5,Graduate,Yes,101302.1,307399.5,10,318,107124.1,Rejected
3675,3,Graduate,Yes,65205.96,147877.8,12,395,74521.1,Rejected
3676,4,Not Graduate,No,47740.08,152535.4,14,772,44246.9,Approved
3677,2,Not Graduate,Yes,91986.98,187467.1,18,318,108288.5,Rejected
3678,3,Not Graduate,Yes,65205.96,243358,14,649,95480.16,Approved
3679,3,Not Graduate,No,13972.71,36096.16,10,438,11643.92,Rejected
3680,5,Graduate,No,80343.06,229385.3,6,588,85000.63,Approved
3681,5,Not Graduate,No,31438.59,65205.96,2,815,30274.2,Approved
3682,4,Graduate,Yes,114110.4,257330.7,4,364,85000.63,Rejected
3683,2,Not Graduate,No,108288.5,376098.7,4,586,121096.8,Approved
3684,4,Not Graduate,No,78014.27,294591.2,12,555,57055.22,Approved
3685,4,Graduate,No,15137.1,53562.04,10,312,9315.137,Rejected
3686,2,Graduate,Yes,91986.98,199111.1,16,605,121096.8,Approved
3687,5,Not Graduate,No,78014.27,270139,18,672,62877.18,Approved
3688,2,Not Graduate,Yes,24452.24,52397.65,18,591,17465.88,Approved
3689,4,Graduate,Yes,54726.43,128083.1,4,321,80343.06,Rejected
3690,2,Graduate,No,43082.51,156028.5,16,393,40753.73,Rejected
3691,0,Graduate,Yes,67534.74,253837.5,2,561,48904.47,Approved
3692,5,Graduate,Yes,27945.41,80343.06,20,725,27945.41,Approved
3693,1,Not Graduate,Yes,94315.76,321372.2,16,438,93151.37,Rejected
3694,5,Graduate,Yes,62877.18,249179.9,12,399,79178.67,Rejected
3695,0,Graduate,No,16301.49,62877.18,8,592,9315.137,Approved
3696,2,Not Graduate,No,29109.8,100137.7,8,835,15137.1,Approved
3697,0,Not Graduate,Yes,18630.27,61712.78,4,733,12808.31,Approved
3698,0,Not Graduate,No,43082.51,123425.6,20,484,40753.73,Rejected
3699,5,Not Graduate,Yes,5821.961,20959.06,20,615,3493.176,Approved
3700,3,Not Graduate,Yes,61712.78,227056.5,4,591,91986.98,Approved
3701,0,Graduate,Yes,32602.98,79178.67,12,349,16301.49,Rejected
3702,1,Graduate,Yes,111781.6,348153.3,18,478,109452.9,Rejected
3703,4,Graduate,No,25616.63,90822.59,20,633,22123.45,Approved
3704,1,Not Graduate,Yes,97808.94,359797.2,8,378,129247.5,Rejected
3705,1,Not Graduate,No,24452.24,61712.78,20,461,19794.67,Rejected
3706,2,Not Graduate,Yes,32602.98,81507.45,2,834,15137.1,Approved
3707,0,Not Graduate,No,29109.8,67534.74,20,671,23287.84,Approved
3708,3,Graduate,Yes,19794.67,67534.74,10,524,9315.137,Rejected
3709,3,Graduate,No,71027.92,241029.2,4,816,68699.14,Approved
3710,3,Graduate,No,47740.08,136233.9,10,729,24452.24,Approved
3711,5,Not Graduate,Yes,52397.65,147877.8,8,307,31438.59,Rejected
3712,2,Graduate,Yes,65205.96,222398.9,8,350,48904.47,Rejected
3713,3,Not Graduate,Yes,67534.74,193289.1,10,444,98973.33,Rejected
3714,4,Not Graduate,No,100137.7,310892.7,10,895,80343.06,Approved
3715,2,Graduate,No,33767.37,122261.2,20,708,50068.86,Approved
3716,2,Not Graduate,Yes,96644.55,204933,2,355,79178.67,Rejected
3717,5,Not Graduate,No,27945.41,59384,6,756,39589.33,Approved
3718,4,Graduate,No,65205.96,139727.1,4,719,39589.33,Approved
3719,1,Graduate,Yes,110617.3,412194.8,14,439,157192.9,Rejected
3720,4,Not Graduate,Yes,57055.22,185138.4,10,668,32602.98,Approved
3721,4,Not Graduate,Yes,68699.14,192124.7,2,765,40753.73,Approved
3722,5,Graduate,Yes,5821.961,17465.88,4,476,8150.745,Approved
3723,3,Graduate,No,81507.45,252673.1,14,781,111781.6,Approved
3724,1,Not Graduate,No,40753.73,147877.8,4,350,20959.06,Approved
3725,0,Graduate,No,60548.39,142055.8,16,783,59384,Approved
3726,3,Graduate,Yes,73356.71,231714,12,770,36096.16,Approved
3727,2,Not Graduate,No,97808.94,329523,10,822,51233.25,Approved
3728,1,Not Graduate,Yes,87329.41,261988.2,14,469,52397.65,Rejected
